timestamp,src_ip,dst_ip,protocol,packet_size,port,failed_logins,login_frequency,cpu_usage,api_calls,file_entropy,anomaly_score,attack_type
2025-12-20 13:02:28.071044,193.243.126.118,140.28.155.99,TCP,446,22,4,86,12,716,2.7477309895011572,0.07119453573025232,Normal
2025-12-20 08:00:44.071044,29.122.93.58,11.167.87.165,HTTP,484,3389,13,62,23,1031,2.5917990658134418,0.018831397653712025,Normal
2025-12-20 03:39:40.071044,30.92.203.61,54.180.144.96,TCP,403,22,6,33,25,376,2.5978341606510016,0.09832317502336647,Normal
2025-12-20 12:28:06.071044,15.158.74.20,67.80.193.159,HTTP,222,80,19,95,19,781,3.449145731591386,0.17733607745960953,Normal
2025-12-20 08:52:02.071044,195.164.123.118,191.120.128.241,HTTP,346,8080,15,24,10,355,3.0393774484000624,0.13679275387962822,Normal
2025-12-20 00:48:31.071044,223.238.165.37,164.156.150.139,UDP,446,8080,19,24,11,709,2.526511310541622,0.11715511625469266,Normal
2025-12-19 19:39:17.071044,236.214.246.79,253.72.223.194,TCP,362,8080,4,12,10,1086,2.958252890491517,0.109123357863187,Normal
2025-12-19 16:59:05.071044,215.84.190.77,240.191.160.98,UDP,243,80,18,35,22,746,2.714589119708374,0.07545181664559518,Normal
2025-12-20 16:07:47.071044,126.49.152.50,95.38.130.13,UDP,536,8080,1,7,17,845,2.8853966209655653,0.13632273379455795,Normal
2025-12-20 10:50:53.071044,90.74.141.140,221.111.68.15,UDP,313,8080,3,10,22,476,3.4366481518557075,0.007837265335129252,Normal
2025-12-20 15:43:29.071044,157.163.71.74,221.134.201.43,TCP,391,3389,17,96,12,682,3.490505142000673,0.0825235353822853,Normal
2025-12-19 14:43:04.071044,58.213.80.223,14.172.35.135,TCP,389,22,2,30,14,81,2.73859685979034,0.13596895598004918,Normal
2025-12-20 12:29:11.071044,11.162.146.210,41.27.158.177,HTTP,283,3389,18,49,25,415,2.8896180862192034,0.059527034901862175,Normal
2025-12-20 10:05:58.071044,48.254.227.252,180.83.201.141,UDP,432,3389,13,95,28,870,2.5912866767861336,0.06386272751808297,Normal
2025-12-20 07:27:32.071044,195.238.183.102,195.91.149.185,TCP,566,3389,19,85,25,1194,2.9484455219783197,0.05864215433961291,Normal
2025-12-19 16:48:36.071044,188.35.168.89,167.228.183.220,HTTP,343,443,6,14,16,653,2.59120610304869,0.0988840609405163,Normal
2025-12-20 16:13:24.071044,144.42.18.170,95.5.50.104,UDP,332,22,17,76,12,1052,3.3877041827583,0.07018300251041575,Normal
2025-12-19 19:49:44.071044,41.36.131.207,60.1.67.169,UDP,273,443,13,13,21,189,3.3668687053108415,0.16769615275279703,Normal
2025-12-20 16:38:15.071044,26.193.54.223,229.172.184.147,HTTP,592,443,4,38,27,358,3.3918969087767765,0.0293209643384051,Normal
2025-12-19 20:57:44.071044,35.197.225.229,115.176.4.22,TCP,335,3389,16,71,25,236,3.3631385219890038,0.17607199372768337,Normal
2025-12-20 17:18:52.071044,152.237.105.228,65.52.225.237,UDP,500,443,18,61,13,895,2.8502182467003134,0.14163623911663997,Normal
2025-12-19 15:00:44.071044,83.168.247.108,94.53.211.95,UDP,381,443,6,67,16,192,2.9242220092469764,0.1812708770189472,Normal
2025-12-20 17:08:35.071044,217.191.68.90,26.76.160.220,UDP,340,80,7,61,27,914,2.968660641994126,0.01126065513636747,Normal
2025-12-19 18:36:11.071044,24.153.239.93,210.48.180.168,HTTP,560,3389,16,25,16,843,3.2460448792654235,0.11667375301943193,Normal
2025-12-19 20:56:37.071044,9.39.16.74,35.94.156.104,HTTP,316,22,12,61,15,834,3.302109249026734,0.19558013375085417,Normal
2025-12-20 14:04:04.071044,128.17.147.226,238.212.85.208,HTTP,348,3389,4,36,25,66,3.0277011090863,0.19859295922386008,Normal
2025-12-19 14:40:19.071044,35.228.166.10,251.191.141.168,UDP,432,8080,2,16,26,490,3.195748688984617,0.09090821295355465,Normal
2025-12-20 03:13:45.071044,85.146.125.17,112.211.95.26,UDP,211,22,11,24,19,687,3.4504114840765587,0.17805275677818327,Normal
2025-12-20 05:14:21.071044,216.35.14.205,110.217.57.134,TCP,572,22,7,58,17,559,2.6696799038955654,0.12936967233374477,Normal
2025-12-20 09:54:08.071044,46.250.153.61,71.196.49.188,UDP,419,22,16,73,14,948,3.4743948076661666,0.1972421488959206,Normal
2025-12-20 10:29:26.071044,121.12.205.182,142.173.8.205,TCP,411,3389,13,35,22,409,3.1847311725538794,0.03252338786897826,Normal
2025-12-20 06:02:22.071044,177.250.145.140,123.164.233.121,TCP,281,443,1,10,28,843,3.22571950838836,0.12268303918715798,Normal
2025-12-19 18:13:00.071044,34.221.0.103,35.201.170.3,TCP,485,8080,0,65,27,165,3.05158787254407,0.032966852227400194,Normal
2025-12-19 18:53:25.071044,100.72.50.214,72.42.63.157,TCP,423,3389,16,77,24,124,2.650416891103528,0.11882614307042703,Normal
2025-12-19 21:19:04.071044,161.128.104.92,19.187.11.127,UDP,298,22,16,69,10,790,2.5136719648269974,0.015071812070492463,Normal
2025-12-20 08:01:42.071044,39.205.48.125,148.24.106.145,UDP,222,80,18,17,14,1128,3.226120844071848,0.1514162404084912,Normal
2025-12-20 14:41:05.071044,55.214.81.237,27.28.234.99,HTTP,277,3389,12,4,18,468,2.629159415151495,0.19081020545174449,Normal
2025-12-20 09:55:30.071044,189.58.179.169,149.223.24.130,UDP,568,443,7,39,17,173,3.118128240457896,0.07163254360656811,Normal
2025-12-19 18:57:05.071044,245.63.77.69,53.127.78.199,UDP,449,80,17,12,11,1097,2.976210696789014,0.16627429801250027,Normal
2025-12-20 04:40:49.071044,43.68.219.54,73.232.142.70,UDP,435,80,16,47,14,938,2.5884082233656467,0.15836356789392658,Normal
2025-12-20 03:49:49.071044,31.228.190.212,87.122.45.199,HTTP,406,22,18,38,14,783,3.120309551353465,0.14081595361984472,Normal
2025-12-20 00:05:14.071044,150.33.182.44,170.59.13.51,TCP,425,22,14,91,15,454,3.108087849541885,0.12732886432445653,Normal
2025-12-20 11:20:39.071044,146.65.199.38,42.213.239.76,HTTP,507,80,9,51,15,100,2.9509104474161045,0.18209425568065463,Normal
2025-12-20 09:48:26.071044,13.87.174.137,99.108.207.146,TCP,332,443,16,84,13,1003,2.959346807946172,0.16841828300374195,Normal
2025-12-19 19:58:17.071044,36.194.22.5,60.113.5.17,HTTP,268,80,10,43,11,130,3.1208056844220913,0.06948268164508285,Normal
2025-12-20 17:32:31.071044,227.61.161.252,2.117.48.34,UDP,448,443,7,4,25,379,2.6519026935122945,0.02776543452988203,Normal
2025-12-20 09:11:36.071044,35.25.85.183,104.176.228.95,HTTP,587,8080,17,61,12,653,3.3743176048544172,0.10304721097284218,Normal
2025-12-19 16:03:58.071044,17.101.206.99,31.21.205.87,HTTP,250,80,9,61,28,553,3.321790636844449,0.06901652556447735,Normal
2025-12-19 17:36:58.071044,244.56.16.51,176.117.136.208,TCP,525,3389,13,34,10,1121,3.034423503732523,0.07119829685439723,Normal
2025-12-20 13:58:34.071044,72.51.138.145,253.227.128.30,UDP,417,8080,14,86,22,258,2.821582764680029,0.01845811724574922,Normal
2025-12-19 14:30:57.071044,43.161.63.201,31.53.42.164,TCP,255,80,3,1,20,27,3.420872400531813,0.012215591970972751,Normal
2025-12-20 04:21:48.071044,242.97.40.133,229.54.43.207,UDP,312,22,13,90,12,47,2.684521019356377,0.04186986466734206,Normal
2025-12-19 18:07:26.071044,76.24.124.199,43.34.234.150,UDP,277,3389,18,7,11,1046,3.2474709381337563,0.00733664057811958,Normal
2025-12-20 17:28:14.071044,232.174.85.188,215.180.130.199,HTTP,310,443,17,38,23,758,3.2496162320085875,0.006094430546718832,Normal
2025-12-20 16:57:37.071044,195.171.175.211,150.228.191.175,TCP,570,3389,9,39,24,105,2.604869166532481,0.14748104121876382,Normal
2025-12-20 12:53:52.071044,184.50.115.16,124.245.249.15,UDP,325,22,3,10,21,86,2.733216411549801,0.06858537285565205,Normal
2025-12-20 11:49:25.071044,128.227.67.40,245.24.220.112,HTTP,432,3389,1,8,22,767,2.97958210175425,0.11683989694283387,Normal
2025-12-19 23:13:13.071044,203.192.76.71,55.194.77.212,HTTP,282,80,1,59,19,334,2.7837759057987244,0.07261645927972703,Normal
2025-12-19 19:15:27.071044,20.151.86.234,2.160.122.203,UDP,564,3389,5,70,15,643,3.105774819356887,0.0474453583471989,Normal
2025-12-19 22:31:40.071044,101.49.134.10,125.170.54.129,HTTP,203,443,8,3,20,262,2.587887624540144,0.1611729773482287,Normal
2025-12-20 14:44:48.071044,84.189.151.111,22.230.25.160,TCP,230,80,5,66,17,487,3.1969614623664215,0.19945110695367887,Normal
2025-12-20 11:02:55.071044,192.55.13.3,240.155.201.162,TCP,419,443,16,94,20,523,3.36550712589398,0.163414414189856,Normal
2025-12-19 14:08:54.071044,45.211.30.5,78.59.50.240,TCP,261,443,18,45,11,345,3.05676289301393,0.11432253789397998,Normal
2025-12-20 02:07:06.071044,107.52.32.24,152.81.175.232,TCP,317,8080,16,12,13,578,2.925436438616417,0.10152207573689101,Normal
2025-12-19 22:15:24.071044,232.225.255.115,134.219.214.224,TCP,200,443,10,77,23,278,2.7886305532402558,0.11624764428452246,Normal
2025-12-20 00:05:32.071044,45.115.142.156,218.222.29.22,UDP,360,443,9,44,15,917,2.8366042781939207,0.02688293538779485,Normal
2025-12-19 15:17:13.071044,106.119.62.117,124.250.194.240,TCP,212,22,4,73,17,804,3.3098744458546348,0.050928130952752775,Normal
2025-12-20 16:16:40.071044,33.41.198.103,73.23.137.81,UDP,464,80,2,94,20,1138,2.9731662010518924,0.12122037621116773,Normal
2025-12-20 14:36:37.071044,184.159.38.99,142.85.141.119,HTTP,504,22,13,75,14,1180,3.3306194077877294,0.19300538213330254,Normal
2025-12-20 07:23:13.071044,224.134.96.28,133.34.137.221,TCP,275,3389,7,11,12,892,2.5664962673667775,0.1482241298580118,Normal
2025-12-20 08:59:09.071044,15.37.7.52,184.217.120.99,TCP,428,3389,4,5,23,870,3.2995371309195156,0.16502653533855946,Normal
2025-12-19 17:12:27.071044,50.184.113.187,170.163.172.124,TCP,578,80,12,42,23,108,3.0230654247691193,0.0717660968247005,Normal
2025-12-19 16:04:16.071044,124.240.208.91,9.229.215.73,HTTP,495,8080,18,38,17,1066,2.9391349085702183,0.07538888588498152,Normal
2025-12-19 14:49:14.071044,173.254.0.58,92.43.107.103,TCP,262,443,14,66,24,840,3.0774862709061255,0.07107249036367917,Normal
2025-12-19 21:44:15.071044,45.87.160.239,242.69.42.201,HTTP,303,80,5,67,17,410,3.124237995913992,0.023379608141672815,Normal
2025-12-19 21:14:54.071044,197.118.22.102,28.29.135.205,TCP,378,3389,14,29,17,497,3.1937176074033387,0.03334615199867663,Normal
2025-12-19 15:49:46.071044,34.3.238.185,124.63.173.216,TCP,430,3389,4,27,13,970,3.4976926159238433,0.15048062400776455,Normal
2025-12-20 06:51:24.071044,135.239.253.18,226.233.127.57,HTTP,488,8080,9,97,13,1161,3.0698896848713164,0.15249173714813813,Normal
2025-12-20 17:32:29.071044,45.167.174.120,251.231.7.60,TCP,493,3389,19,56,22,34,2.6106317369552072,0.16929045834690365,Normal
2025-12-20 15:17:07.071044,227.200.40.45,166.196.102.97,UDP,356,80,11,45,17,149,2.6499174273487736,0.0458502790465283,Normal
2025-12-19 16:14:49.071044,85.191.197.213,69.163.107.55,HTTP,294,3389,10,27,28,88,3.1939484444671002,0.10854488866951924,Normal
2025-12-19 22:44:15.071044,94.122.242.160,239.56.148.176,UDP,347,80,5,72,20,42,3.4590747945640277,0.06850485143570868,Normal
2025-12-20 09:15:13.071044,250.73.97.42,100.225.228.69,HTTP,502,443,7,62,23,1004,3.1149502631526547,0.18237048176859294,Normal
2025-12-20 10:44:54.071044,170.60.90.213,248.187.211.88,TCP,310,8080,3,68,17,1176,3.3721239089441513,0.1864236564967225,Normal
2025-12-20 10:34:03.071044,42.122.178.168,128.111.58.234,UDP,575,3389,8,51,14,1072,3.2072386343133985,0.03050780858285227,Normal
2025-12-19 19:53:17.071044,220.201.123.147,218.167.75.152,HTTP,495,3389,13,21,18,439,3.4255685129067763,0.09016787428082643,Normal
2025-12-20 12:08:37.071044,51.157.89.79,109.245.244.67,TCP,381,3389,7,15,10,680,3.3698963620621285,0.10376761142521443,Normal
2025-12-20 02:08:45.071044,54.49.59.141,76.69.71.97,UDP,508,3389,8,35,18,594,2.7055798083756377,0.15755797774289848,Normal
2025-12-20 02:03:45.071044,22.94.88.14,19.135.80.177,HTTP,443,3389,1,91,20,659,3.422960231798485,0.09314002446376264,Normal
2025-12-19 18:31:23.071044,23.223.176.218,117.247.111.209,UDP,563,22,19,70,28,196,2.7482264427571517,0.11552639081830945,Normal
2025-12-20 14:47:11.071044,79.249.82.169,7.125.51.253,UDP,484,443,16,71,20,868,3.13226428791953,0.0026188913176667275,Normal
2025-12-20 10:22:17.071044,161.244.179.126,234.114.22.142,HTTP,283,80,7,49,18,346,2.6486627277531127,0.08292482474540475,Normal
2025-12-20 11:24:37.071044,23.111.147.170,25.246.230.39,HTTP,456,22,18,62,22,51,2.897318115457598,0.08535778106734988,Normal
2025-12-19 18:31:33.071044,104.50.193.242,201.91.141.43,UDP,357,80,7,19,26,37,2.536549667848095,0.09441338902199986,Normal
2025-12-20 06:15:07.071044,16.15.89.199,180.246.84.105,TCP,456,443,16,94,23,966,3.214059199789828,0.10552954602895717,Normal
2025-12-19 18:08:47.071044,75.29.213.242,44.251.182.93,TCP,518,80,6,3,13,819,2.681928130495271,0.17235712420270347,Normal
2025-12-20 08:22:41.071044,98.196.149.71,165.37.22.43,TCP,465,8080,0,87,19,74,3.397430409818884,0.10531569333185875,Normal
2025-12-19 21:10:28.071044,22.39.223.199,70.60.189.108,HTTP,487,8080,2,88,27,462,3.3669937600115234,0.08159689907296895,Normal
2025-12-20 12:24:13.071044,137.179.251.199,191.24.50.160,HTTP,454,443,2,51,17,1026,2.604108581984574,0.1599832170746379,Normal
2025-12-19 19:14:44.071044,58.42.100.100,251.180.75.141,TCP,463,443,13,16,11,471,3.305314967357905,0.19774575639108857,Normal
2025-12-20 05:55:58.071044,135.228.252.2,185.91.37.103,TCP,364,443,6,74,23,794,2.7931477302610133,0.17926716370422396,Normal
2025-12-20 13:08:43.071044,232.4.70.3,214.191.15.178,HTTP,360,8080,17,2,28,834,2.6227768896627084,0.1752888151750588,Normal
2025-12-19 23:57:01.071044,126.71.206.26,108.67.197.10,UDP,396,443,2,87,29,1162,2.835865857149835,0.16502146628453196,Normal
2025-12-19 16:24:25.071044,216.211.205.55,90.114.215.137,TCP,595,8080,8,98,29,1096,3.124148907849134,0.0818823304382481,Normal
2025-12-19 19:00:39.071044,252.58.148.181,146.212.158.213,HTTP,554,22,16,74,29,651,3.47454726519887,0.15595175495760616,Normal
2025-12-19 23:03:25.071044,220.172.59.203,122.248.177.12,TCP,258,80,17,81,23,545,2.9710654526938143,0.03642142776431665,Normal
2025-12-19 18:05:50.071044,19.98.236.140,140.102.126.45,HTTP,208,8080,8,22,17,513,3.1988458531609045,0.08051000871939612,Normal
2025-12-20 10:23:14.071044,71.215.142.3,170.4.130.142,TCP,203,8080,5,18,22,147,3.1912218576096545,0.1366367712890963,Normal
2025-12-19 21:36:59.071044,201.92.175.173,10.191.142.145,HTTP,540,443,16,37,19,1196,3.0765164755142536,0.0548110441374412,Normal
2025-12-20 08:55:30.071044,103.208.131.8,255.190.21.225,HTTP,577,3389,5,91,21,187,2.706421271760603,0.0021991657316960955,Normal
2025-12-20 15:57:24.071044,240.214.159.150,234.5.129.197,HTTP,297,80,9,45,21,941,3.1330980633574477,0.09885477002765429,Normal
2025-12-20 17:06:34.071044,27.25.102.138,236.115.23.83,UDP,389,80,10,65,23,838,2.546965966775055,0.03325667375121588,Normal
2025-12-20 05:36:44.071044,77.1.36.128,105.36.123.195,TCP,380,80,10,40,13,30,3.2709859255354785,0.013649941070818317,Normal
2025-12-20 04:37:08.071044,229.49.40.103,210.241.192.66,TCP,363,22,1,55,26,642,3.2215328611219056,0.12208093340159153,Normal
2025-12-20 02:16:24.071044,187.161.105.138,39.31.231.62,TCP,351,8080,14,20,14,977,2.9837549419324128,0.05398224447843898,Normal
2025-12-19 22:40:09.071044,33.63.41.183,220.179.190.201,HTTP,564,22,8,73,20,315,2.834243890816961,0.1541824407491644,Normal
2025-12-20 11:13:34.071044,207.79.24.24,215.231.254.213,UDP,216,3389,9,25,10,1082,2.9954913162061985,0.13768047928554722,Normal
2025-12-20 11:57:06.071044,196.145.117.110,197.225.57.130,TCP,490,443,18,94,12,121,2.577765344078957,0.00046787812515565187,Normal
2025-12-20 02:40:17.071044,192.92.110.217,109.79.7.245,TCP,553,3389,16,61,21,1060,2.8609738969400267,0.01831641466532683,Normal
2025-12-19 19:20:21.071044,235.146.101.189,46.189.26.186,UDP,529,443,18,8,26,680,2.6851329288386196,0.10838018947567163,Normal
2025-12-20 12:07:41.071044,147.214.86.137,201.71.159.243,UDP,280,443,17,89,14,508,3.1922765645178526,0.16983913031306386,Normal
2025-12-20 11:53:33.071044,224.65.214.238,220.109.227.178,HTTP,564,22,16,23,24,1000,2.5441654377101,0.11765275139398622,Normal
2025-12-20 08:01:19.071044,12.96.150.84,100.31.148.67,UDP,285,80,8,48,16,846,2.5339459785857987,0.13948405344936798,Normal
2025-12-19 16:09:05.071044,92.9.176.120,77.242.152.193,HTTP,414,8080,2,18,27,634,3.2450645481202205,0.010976522929294985,Normal
2025-12-20 10:46:37.071044,187.63.20.33,150.19.117.214,HTTP,472,80,12,98,23,150,3.096269878482053,0.046001767457540615,Normal
2025-12-20 08:05:36.071044,143.221.64.160,100.135.56.177,TCP,492,8080,11,39,20,516,2.8398749637680663,0.1449533543057523,Normal
2025-12-19 15:09:18.071044,78.118.147.139,92.39.100.18,UDP,203,22,9,66,22,330,3.125891376437009,0.17719554964723744,Normal
2025-12-20 16:45:00.071044,5.37.113.86,105.234.36.155,TCP,426,22,12,13,19,1082,3.4903413133417773,4.75047151769159e-05,Normal
2025-12-20 03:34:11.071044,36.149.167.136,15.126.145.145,HTTP,501,22,11,57,29,291,2.552683835977229,0.01770868212272363,Normal
2025-12-19 22:58:31.071044,158.181.129.153,146.21.237.240,TCP,435,443,6,84,24,408,2.8982873839756356,0.018339867022286026,Normal
2025-12-20 16:27:56.071044,63.199.230.67,55.114.184.250,HTTP,264,443,17,68,26,165,2.610474113131395,0.07092443152815531,Normal
2025-12-20 17:30:30.071044,177.47.48.40,63.128.100.209,TCP,492,443,8,15,25,836,2.517873934733414,0.1975444779472063,Normal
2025-12-19 14:23:59.071044,199.121.254.147,94.24.241.26,HTTP,576,22,4,43,13,729,2.718253887865064,0.18999223679004507,Normal
2025-12-20 00:58:44.071044,210.215.179.78,175.45.215.84,UDP,494,8080,1,25,23,583,3.100798446442198,0.18074479343505412,Normal
2025-12-20 05:03:09.071044,228.250.119.151,4.15.92.20,UDP,459,443,18,74,17,1150,3.4427317741351255,0.1299293297984737,Normal
2025-12-19 16:35:46.071044,156.123.3.24,128.196.99.160,HTTP,425,3389,5,5,18,73,2.6864382621442546,0.15591689471335068,Normal
2025-12-19 19:48:33.071044,236.9.181.83,85.154.233.141,HTTP,246,8080,16,61,26,438,3.018260366676392,0.1194548144860682,Normal
2025-12-19 19:23:21.071044,39.54.77.219,182.108.217.251,UDP,377,3389,2,13,27,1163,3.196020618053792,0.030779181267971013,Normal
2025-12-20 10:41:23.071044,107.90.145.1,48.220.169.83,TCP,580,8080,4,98,24,971,2.534865160233825,0.178984288245568,Normal
